Ch1,Ch2,Ch3,Media,Growth,Viability,Differentiation,Attachment,Score,Name,Directory,SubDirectory,Image,Row,Column,size-average,too-big-(>250),too-small-(<75),#nuclei,all-negative,Dapi-positive,Dapi-intensity,Dapi-area,Dapi-intensity-in-nuclei,Dapi-area-fraction-in-nuclei,Ch1-positive,Ch1-intensity,Ch1-area,Ch1-intensity-in-nuclei,Ch1-area-fraction-in-nuclei,Ch2-positive,Ch2-intensity,Ch2-area,Ch2-intensity-in-nuclei,Ch2-area-fraction-in-nuclei,Ch3-positive,Ch3-intensity,Ch3-area,Ch3-intensity-in-nuclei,Ch3-area-fraction-in-nuclei,Ch1-Ch2-positive,Ch1-Ch3-positive,Ch2-Ch3-positive,Ch1-Ch2-Ch3-positive,size-average_per_nuclei,too-big-(>250)_per_nuclei,too-small-(<75)_per_nuclei,#nuclei_per_nuclei,all-negative_per_nuclei,Dapi-positive_per_nuclei,Dapi-intensity_per_nuclei,Dapi-area_per_nuclei,Dapi-intensity-in-nuclei_per_nuclei,Dapi-area-fraction-in-nuclei_per_nuclei,Ch1-positive_per_nuclei,Ch1-intensity_per_nuclei,Ch1-area_per_nuclei,Ch1-intensity-in-nuclei_per_nuclei,Ch1-area-fraction-in-nuclei_per_nuclei,Ch2-positive_per_nuclei,Ch2-intensity_per_nuclei,Ch2-area_per_nuclei,Ch2-intensity-in-nuclei_per_nuclei,Ch2-area-fraction-in-nuclei_per_nuclei,Ch3-positive_per_nuclei,Ch3-intensity_per_nuclei,Ch3-area_per_nuclei,Ch3-intensity-in-nuclei_per_nuclei,Ch3-area-fraction-in-nuclei_per_nuclei,Ch1-Ch2-positive_per_nuclei,Ch1-Ch3-positive_per_nuclei,Ch2-Ch3-positive_per_nuclei
MAP2,S100,Brn2,E8,0.5,1.5,2.5,1.25,3.75,,E8 11-15,cortical-final-2w-E8-11-15-A+B,Carol_Plate_R_p00_0_A01f01d0.TIF,A,1,115.97,62,54,411,35,411,6.19987368366596,7.99019072473099,41.331377973379,99.9998013472569,376,16.994481743769,12.0800233376253,55.5188816602295,71.6635816795762,202,24.4623235307643,2.43708613078267,60.6989355600119,7.73927323487802,1,4.3050733468224,0.005245217511266,7.37455744143064,0.024423694741391,202,1,1,1,0.282165450121654,0.150851581508516,0.131386861313869,1,0.085158150851582,1,0.015084850811839,0.019440853344844,0.100562963438878,0.243308519093082,0.914841849148418,0.041349103999438,0.029391784276461,0.135082437129512,0.1743639456924,0.491484184914842,0.059519035354658,0.005929649953243,0.147685974598569,0.018830348503353,0.002433090024331,0.010474631014167,1.27620864021081E-05,0.0179429621446,5.94250480325807E-05,0.491484184914842,0.002433090024331,0.002433090024331
MAP2,S100,Brn2,E8,0.5,1.5,2.5,1.25,3.75,,E8 11-15,cortical-final-2w-E8-11-15-A+B,Carol_Plate_R_p00_0_A01f05d0.TIF,A,1,119.22,56,44,349,9,349,7.3486007484135,8.94783810815782,45.8703179497984,100,321,14.0589418743677,10.7570070357767,50.9330159437823,66.7008752440761,184,21.7974835889359,2.48213751954382,59.3994381296511,8.2486122812248,335,25.0777894497839,4.52173675618505,39.6056383892753,40.6967056062025,184,316,182,182,0.341604584527221,0.160458452722063,0.126074498567335,1,0.025787965616046,1,0.021056162602904,0.025638504607902,0.131433575787388,0.286532951289398,0.919770773638968,0.040283501072687,0.030822369730019,0.145939873764419,0.191119986372711,0.527220630372493,0.0624569730342,0.00711214188981,0.17019896312221,0.023634992209813,0.959885386819484,0.071856130228607,0.012956265777035,0.113483204553797,0.11660947165101,0.527220630372493,0.905444126074498,0.521489971346705
MAP2,S100,Brn2,E8,0.5,1.5,2.5,1.25,3.75,,E8 11-15,cortical-final-2w-E8-11-15-A+B,Carol_Plate_R_p00_0_A01f06d0.TIF,A,1,104.23,33,117,455,24,455,4.83662584498299,6.29339878598363,38.7817060431122,100,431,16.9112387048193,11.6264916536375,59.6548065131831,72.5549110536721,40,15.1213635553665,0.176541088016187,42.1480120880227,0.496251901387759,0,5.20013953715626,0.002371125724271,7.71552975713717,0.002409464376069,40,0,0,0,0.229076923076923,0.072527472527473,0.257142857142857,1,0.052747252747253,1,0.010629946912051,0.013831645683481,0.085234518776071,0.21978021978022,0.947252747252747,0.037167557593009,0.025552728909093,0.131109464864139,0.159461342975104,0.087912087912088,0.033233766055751,0.000388002391244,0.09263299360005,0.001090663519534,0,0.01142887810364,5.21126532806842E-06,0.016957208257444,5.29552610125099E-06,0.087912087912088,0,0
MAP2,S100,Brn2,E8,0.5,1.5,2.5,1.25,3.75,,E8 11-15,cortical-final-2w-E8-11-15-A+B,Carol_Plate_R_p00_0_A01f07d0.TIF,A,1,103.72,33,148,343,21,343,5.00424503356939,5.94699887335602,40.9825615885275,100,322,11.8476508610779,8.28773107697968,41.9758200570069,53.2630064605773,159,21.3903993837947,2.08716545571599,57.4786290472634,7.38339636700155,0,3.85036184815598,0.240633334866182,5.94254400719357,0.135805636353793,159,0,0,0,0.302390670553936,0.096209912536443,0.431486880466472,1,0.061224489795918,1,0.014589635666383,0.017338189135149,0.119482686847019,0.291545189504373,0.938775510204082,0.034541256154746,0.024162481273993,0.122378484131216,0.155285733121217,0.463556851311953,0.062362680419227,0.006085030483137,0.16757617798036,0.021525936930034,0,0.011225544746811,0.000701554912146,0.017325201187153,0.000395934799865,0.463556851311953,0,0
MAP2,S100,Brn2,E8,0.5,1.5,2.5,1.25,3.75,,E8 11-15,cortical-final-2w-E8-11-15-A+B,Carol_Plate_R_p00_0_A01f08d0.TIF,A,1,120.66,42,59,304,39,304,5.41772121884485,6.01195334774211,42.0159968475332,99.9992009269248,264,9.73580773475582,6.76166019037984,38.3015960142273,44.8182876307783,25,13.7969188298998,0.31844936999908,38.3057123645599,1.1656522430618,10,5.82648461211257,1.44588372574267,7.51232268710323,1.34617258714879,25,9,2,2,0.396907894736842,0.138157894736842,0.194078947368421,1,0.128289473684211,1,0.017821451377779,0.019776162328099,0.138210515945833,0.3289447398912,0.868421052631579,0.032025683338013,0.022242303257829,0.125992092152063,0.147428577732823,0.082236842105263,0.045384601414144,0.001047530822365,0.126005632778158,0.003834382378493,0.032894736842105,0.019166067803002,0.004756196466259,0.024711587786524,0.004428199299832,0.082236842105263,0.029605263157895,0.006578947368421
MAP2,S100,Brn2,E8,0.5,1.5,2.5,1.25,3.75,,E8 11-15,cortical-final-2w-E8-11-15-A+B,Carol_Plate_R_p00_0_A01f09d0.TIF,A,1,148.26,185,19,293,29,293,12.3452768612618,19.9431073530764,39.0230781972838,99.9970862946048,264,26.7230632932493,24.6785328336246,58.7722059742025,75.0679045067524,59,32.6878606985193,3.22041984732824,59.6082386444049,5.5628696328334,1,3.21619996206199,0.4133662512646,4.46082249231629,0.042837671188421,59,1,1,1,0.506006825938566,0.631399317406143,0.064846416382253,1,0.098976109215017,1,0.04213405072103,0.068065212809135,0.133184567226225,0.341286983940631,0.901023890784983,0.091204994174912,0.08422707451749,0.20058773370035,0.256204452241476,0.201365187713311,0.111562664500066,0.010991194018185,0.203441087523566,0.018985903183732,0.003412969283276,0.010976791679393,0.001410806318309,0.015224650144424,0.000146203655933,0.201365187713311,0.003412969283276,0.003412969283276
MAP2,S100,Brn2,E8,1.75,1.25,2.5,1.25,4.75,,E8 11-15,cortical-final-2w-E8-11-15-A+B,Carol_Plate_R_p00_0_A02f00d0.TIF,A,2,100.67,35,129,394,16,394,8.32429239860204,9.46984502897085,37.3019537206589,100,374,21.93810715189,19.6748827370551,48.3870477758073,62.1959684320005,0,14.2989515313161,0.001365193598823,27.3716451164404,4.26931159058327E-05,89,11.3598923365217,1.98887151660075,20.8863544856851,6.61850346874558,0,85,0,0,0.255507614213198,0.088832487309645,0.32741116751269,1,0.040609137055838,1,0.021127645681731,0.024035139667439,0.094675009443297,0.253807106598985,0.949238578680203,0.055680475004797,0.049936250601663,0.122809765928445,0.157857787898478,0,0.036291755155625,3.46495837264663E-06,0.06947118049858,1.08358162197545E-07,0.225888324873096,0.028832214052086,0.005047897250256,0.053011051994125,0.016798232154177,0,0.215736040609137,0
MAP2,S100,Brn2,E8,1.75,1.25,2.5,1.25,4.75,,E8 11-15,cortical-final-2w-E8-11-15-A+B,Carol_Plate_R_p00_0_A02f01d0.TIF,A,2,114.94,38,288,333,4,333,6.65818713786444,8.94129954934241,33.3132137860017,100,324,27.0933497827187,25.0890249931022,58.7845517884682,75.7631828594375,239,39.7812837705785,5.92350317299733,73.0085272185263,16.2724796141761,79,9.15910612871333,0.806829416904258,18.5272107996144,5.84820995437069,239,74,57,57,0.345165165165165,0.114114114114114,0.864864864864865,1,0.012012012012012,1,0.019994555969563,0.026850749397425,0.100039681039044,0.3003003003003,0.972972972972973,0.081361410758915,0.075342417396703,0.176530185550955,0.227517065643956,0.717717717717718,0.119463314626362,0.017788297816809,0.219244826482061,0.048866305147676,0.237237237237237,0.027504823209349,0.002422911161875,0.055637269668512,0.017562192055167,0.717717717717718,0.222222222222222,0.171171171171171
MAP2,S100,Brn2,E8,1.75,1.25,2.5,1.25,4.75,,E8 11-15,cortical-final-2w-E8-11-15-A+B,Carol_Plate_R_p00_0_A02f09d0.TIF,A,2,101.94,27,205,210,41,210,7.64138878989239,8.24382932493332,37.3516804359586,100,169,13.606852265934,10.9030827508507,34.3218200981266,37.3795974450995,9,17.1431520452037,1.24527211901039,35.5219004009986,1.74835401646143,2,2.53112785109905,0.01868159661547,5.40845882624754,0.183939149719365,9,2,0,0,0.485428571428571,0.128571428571429,0.976190476190476,1,0.195238095238095,1,0.036387565666154,0.03925633011873,0.177865144933136,0.476190476190476,0.804761904761905,0.064794534599686,0.051919441670718,0.163437238562507,0.177998083071902,0.042857142857143,0.081634057358113,0.005929867233383,0.169151906671422,0.008325495316483,0.00952380952381,0.012052989767138,8.89599838831882E-05,0.025754565839274,0.000875900712949,0.042857142857143,0.00952380952381,0
MAP2,S100,Brn2,E8,1.75,1.25,2.5,1.25,4.75,,E8 11-15,cortical-final-2w-E8-11-15-A+B,Carol_Plate_R_p00_0_A02f10d0.TIF,A,2,117.05,85,65,396,40,396,7.3509323553757,9.34654649130875,43.3855903206489,100,296,16.1928134771912,12.3075795548607,39.4494103846279,48.3551283587969,53,23.459561528557,1.7318558585487,44.87799028571,2.49289226945473,222,17.4325299767773,3.48102812011404,32.6245933567698,22.1769623710511,53,162,38,38,0.295580808080808,0.214646464646465,0.164141414141414,1,0.101010101010101,1,0.018562960493373,0.023602390129568,0.10955957151679,0.252525252525252,0.747474747474748,0.04089094312422,0.031079746350658,0.099619723193505,0.122108909996962,0.133838383838384,0.059241316991306,0.004373373380173,0.113328258297247,0.006295182498623,0.560606060606061,0.044021540345397,0.008790475050793,0.08238533675952,0.056002430229927,0.133838383838384,0.409090909090909,0.095959595959596
