Ch1,Ch2,Ch3,Media,Name,Directory,SubDirectory,Image,Row,Column,size-average,image-quality,too-big-(>250),too-small-(<75),#nuclei,all-negative,Dapi-positive,Dapi-intensity,Dapi-area,Dapi-intensity-in-nuclei,Dapi-area-fraction-in-nuclei,Ch1-positive,Ch1-intensity,Ch1-area,Ch1-intensity-in-nuclei,Ch1-area-fraction-in-nuclei,Ch2-positive,Ch2-intensity,Ch2-area,Ch2-intensity-in-nuclei,Ch2-area-fraction-in-nuclei,Ch3-positive,Ch3-intensity,Ch3-area,Ch3-intensity-in-nuclei,Ch3-area-fraction-in-nuclei,Ch1-Ch2-positive,Ch1-Ch3-positive,Ch2-Ch3-positive,Ch1-Ch2-Ch3-positive
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F04f07d0.TIF,F,4,137.12,False,387,1004,1023,117,1023,25.67384806401177,46.70614710751403,36.81474342988377,99.99654791494062,0,8.090931234479905,0.003808171617768785,7.517727945758779,0.0005624287701486352,487,21.771902016462796,4.376810677825807,20.956945164468344,3.3516386566127325,831,7.390198915892578,22.21859767313529,7.561684395580619,21.76785012852336,0,0,412,0
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F04f08d0.TIF,F,4,143.33,False,411,871,814,0,814,26.91472282258806,50.10497620252001,35.28672335884591,99.99942518164261,814,65.60759737422974,85.96509128115515,62.678457816419744,88.91055954060978,657,31.685198571001564,25.562962728777705,30.430210160834424,19.79139328746492,814,20.573007679573255,90.37502586682608,20.047462214125993,95.20522996532081,657,814,657,657
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F04f09d0.TIF,F,4,133.64,False,451,46,739,0,739,27.27714364135933,48.95404614641773,34.04155564761587,99.99671927596735,593,38.34527542421595,48.86114112940311,34.889631170813196,42.41016336282267,738,65.8873880541249,93.96720948680218,62.569805525533496,94.33395057481452,739,31.72926773889451,97.64216695024372,29.636840027758584,99.26953028399062,592,593,738,592
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F04f10d0.TIF,F,4,122.63,False,121,88,302,0,302,22.588217373310034,27.40080072197186,31.71563373781711,99.98792495065244,302,66.71295439391153,84.18394474845948,69.39398628894271,96.56071768951196,302,56.73268359698336,69.58046882185229,62.640715687688065,89.71524346540986,302,36.13025599535547,90.8472391474294,39.04366290926037,99.44671967733639,302,302,302,302
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F04f11d0.TIF,F,4,130.37,True,108,53,163,0,163,22.18781758714246,32.13155580336613,31.270564157131407,99.98284543276425,163,67.55339775131058,62.291556493148164,86.25706486142721,99.96325350968335,163,58.060063488687575,59.652924675802446,72.49524900379534,99.49396432783601,163,19.437779505426285,57.612463211625126,23.80380884703411,99.30782298010102,163,163,163,163
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f00d0.TIF,F,5,110.81,True,15,90,160,0,160,3.6677226558907385,3.2203479950335696,39.50387354040438,99.98203054806828,9,3.7239370171525796,0.02442978018946013,8.517038723044609,0.09181324229831761,99,8.635915082084061,1.186281385082314,21.181714250530728,7.011183121818847,160,8.24606393129771,28.122988135749104,22.30822195940498,91.88200268992534,8,9,99,8
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f01d0.TIF,F,5,114.78,True,22,69,111,0,111,4.7594011542352614,4.795637703485698,31.436749086102665,99.89705351978398,87,19.917737026349673,8.178156327600478,35.226120917919786,35.774273364915146,70,12.556613141497287,4.054624988503633,25.188257442528407,21.343441435911796,111,7.535137927664858,26.15797158098041,19.460597223670014,93.39951832127336,68,87,70,68
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f02d0.TIF,F,5,125.14,True,36,138,116,0,116,5.916986169870321,6.566724914926883,27.878769683012905,99.80344950836766,104,30.710314540605168,25.051518095281892,50.84908460555535,59.81543498753449,85,20.639397044284006,10.3871114227904,37.405713812307624,41.02955610937219,116,14.479255524004415,58.585702542996415,29.970863171226203,97.54904074954732,84,104,85,84
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f03d0.TIF,F,5,117.47,True,38,134,183,0,183,6.415598702060149,7.361698703209786,30.08296499797986,99.95120824576784,96,15.615075761059504,9.011571093534442,28.240960418308486,28.54342431911637,84,12.518787219488642,4.4518963257610595,23.836913007578286,14.722243394083463,183,12.73770319828934,45.66946219994482,29.42854523910385,96.41035895111196,74,96,84,74
MAP2,Tuj1,nestin,E8,,E8 11-16,Cortical final-4W-E8-11-16-18-E+F,scan_Plate_R_p00_0_F05f04d0.TIF,F,5,117.52,True,15,26,63,1,63,5.6927186321622365,4.880351558907385,35.73257447733275,99.99510598535835,21,8.029595960176584,4.467775682884208,24.418475171573636,22.40415432331509,19,6.604697415616665,2.12625310401913,20.148844249538328,10.182550130834668,62,8.010365412029799,18.31400027591281,38.173970283879335,96.36092424288414,13,21,19,13
